tweet_id,sentiment,author,content
1957160410,sadness,Traaaaaacy,miss lonely
1957160428,sadness,Gwakkle,nice realise exam 2 week forget 2 week unit 4 term 2 thing
1957160547,neutral,DamjanaJuden,justwatche like 5 straight episode escape i discovery channel guy imprison 6 woman kill 2 cook
1957160631,sadness,CharlotteFoss,miss
1957160649,empty,argonplatypus,go bed age ago damn tedtalk get ta early
1957160829,neutral,flynnister,0 2 3 point
1957160843,hate,victoriaaa_,pork product fuck stop import dubai bad time
1957160993,worry,cruisemaniac,build fail right big scheme thing
1957161106,worry,markkenny,wife take i ½20 mcdonald breakfast today
1957161380,love,MissAleks,wish go love sound
1957161860,sadness,CASSIEoliver,sister move tomorrow make sad actually guess technically couple hour friday
1957162285,worry,ChalsiEspiritu,fall asleep suppose awake miss baby
1957162630,neutral,believingpony,
1957162853,worry,bexofcov,way nottingham want go
1957162894,surprise,ramsey33,churchill down tomorrow
1957162928,neutral,cherylchi,chicago ride call
1957163020,neutral,camiv93313,i goodnight get ta chuck e cheese tomorrow follow kindergarten shot physical bla
1957163152,worry,samanthaalyson,need wake early actually tired fall asleep
1957163172,surprise,DJNoxpt,bath police end party 5 start
1957163634,neutral,Geeno33,get catch bus work
1957163968,sadness,CBTheCross,sad
1957164444,surprise,sami_bby,omg see ring creepy ass movie
1957164542,surprise,Mel4Zac,mann get iphone i jealous
1957164607,love,Hanzi83,funny u it show love
1957165453,neutral,sarahjanerulez,absolutely nothin
1957165693,love,shagreenxo,luv ur admit niles kiss change mind haha amp demi sterling semi cute
1957165874,neutral,At3f3h,make feel well lose 10 overnight cause post picture baby
1957165933,sadness,ellabreyes,sick sigh
1957166244,worry,milaaaaycyrusss,oh poor beth friend naughty unperfect
1957166454,surprise,TeamEdward6,josh call big bucket ugly wish luck audition tweet
1957166877,sadness,j7en_16,feel weird
1957166935,surprise,xmjox,try self learn photoshop go
1957167206,worry,weelissa,see to dead like die grim reaper take people soul accident
1957167375,neutral,beverlynoelle,sorry think hope week get well
1957167387,worry,JudithLewis,steam punk fashion anime north year torcon til amp miss
1957167519,sadness,meeeegaan,throat hurt gon na read bed text mee
1957168110,worry,kin_meng,die hangout friday afternoon
1957168160,worry,thep,eh cold
1957168222,neutral,iphonetalktoday,mann get iphone i jealous
1957168762,sadness,lizbarnett,fjdskal i frustrated
1957168874,neutral,omgitsafox,aww youtube
1957168966,sadness,michellequek,wonder come mcdonald long deliver food
1957169086,surprise,XxMindyNicolexX,ya weather super weird look like gon na rain today course darnitt
1957169132,sadness,Ndege,injustice imagine bad get well afraid doubt sorry
1957169154,neutral,K_J,miss nostalgia kick tushar
1957169213,sadness,MEG_B_johnson,soo i'm kind sick i tired i guy dish
1957169248,worry,AliciaVelasquez,class color day tomorrow time lot remember tomorrow bet forget
1957169451,sadness,princessniki1,ink lol head hurt rly bad amp stomach him personally think ve 2 deal wit
1957170158,worry,movewithme,expensive
1957170232,hate,deenahdeedoodah,wif facebook clear survey i night get well well
1957170358,neutral,the_andrenator,say good bad afternoon
1957170449,neutral,Fiah29,say get number 10 get low
1957170760,worry,anthonylewry,miss twitastic friend
1957171202,worry,eckodabrat,advice lookin phone cost relationship
1957171745,fun,J_Cahn,play street fighter iv seth rape
1957172292,hate,sylverxrainbow,weird guy house like
1957172370,surprise,WillSpringfield,fuck waste deodorant ai it goin ai it havin company let funk ya
1957172893,neutral,sidestreets,wish know curse tumblr
1957173062,sadness,kevintuk,beautiful day shame get spend office
1957173458,empty,nataliatanyadji,come i quit any recommend hairdresser u i suggest quit ego talk i line
1957173834,neutral,VictoriaRolfe,business exam tomorrow
1957174053,worry,chickman07,oh know budgeting
1957174125,sadness,sesh,finish watch series return chaser war crap compare
1957174158,sadness,JenStewartPhoto,wow realize check twitter 9 see to do list good news get lot bad news don't know day go
1957174207,sadness,razearellano,miss bestfriend leave school
1957174335,surprise,MandyKitKat,ouch earphone shock
1957174342,empty,ErictheAzn,try sleep work
1957175219,sadness,samterror,tummy hurt
1957175259,neutral,sammio94,grimsby suck bein amazing wind
1957175385,sadness,opalsdownunder,farewell employee tonight
1957175518,neutral,BrookeAmanda,haha 18 ve get curse friend like tai lol
1957175560,worry,dougedey,gorgeous weather bike
1957175586,sadness,theloz,morning water heating pack bath want bath
1957175992,sadness,EmptiMind,girl confuse
1957176048,sadness,motleydeflep6,lyrically_me
1957176189,love,mzambitious,u comin 4 city u comin 4
1957176357,sadness,jasku,blackout city good
1957176603,neutral,Maya_L,aww maybe traumatize
1957177248,happiness,Idoby2,flight book plus ggd2 est birthday miss especially miss ggd1
1957177654,hate,ZenHarmony,live small market deliver day old bread food bank time tough
1957177660,worry,jessismalls,drunk pickup pretty lay great night help mad situation
1957178636,worry,CandleNtheDark,think medicine cuz laugh hard head pain think laughter gud
1957179054,neutral,cpwhiteshadows,ugh happen today need hug
1957179157,enthusiasm,waaaida,boring wanna taekwondo
1957179475,enthusiasm,HDrobiarz,watch leno second time tonight
1957179532,neutral,Robi27,ur pic go
1957180100,worry,MARCisaballa,tongue hurt need sleep
1957180254,neutral,ShawnaDaniese,twitter
1957180598,sadness,weelissa,chris stay glasgow instead cause absolutely accomodation edinburgh marathon
1957181030,love,helefra,wait till sunday new episode supernatural 6 episode leave
1957181400,neutral,MariahHoneyLee,aww ok lol hopefully i state
1957181678,sadness,soporificfrog,sad tweet sad
1957181879,worry,zoe_king,need little lie feel great today boo
1957181945,neutral,andybutterworth,workplace short sleeved shirt absolutely necessary today
1957181947,sadness,maughmer,decide stand alltop spam long
1957182104,worry,tinyvamp,anal sex forget lube damn need e i
1957182181,worry,eberhartn,play madden austin i go miss
1957182382,sadness,happy_inside,miss rich
1957182504,sadness,art_is_hard,headache century coming feel fuck
1957182827,sadness,v1ncensia,disappointed know get silver award want gold award hate second good
1957183021,worry,hutchouse,livechat saturday cus school weekdays 5 6
1957183110,worry,Nicolaarthur,want bed child look sleep sunday inevitable hangover require
1957183149,worry,brandehhh,get mad tired sex sleepytime night
1957183352,boredom,shandatru,twitter shit bore i y month
1957183431,neutral,SallytheShizzle,know convert 6 est aus time roll ad fucking radio disney
1957183897,sadness,kanahina,home ice cream tweet up tweet up pic camera battery die night forget charge
1957184403,neutral,kaushal,ok subtly say long fave lemme 1 thing firing steal vocab ur eat word
1957185446,worry,iluvkrisallenx3,bye scotty gon na miss ily it 33
1957185625,worry,jowkitechblog,new comment jowki wish time blog
1957186277,worry,Joannina,temporary tattoo totally sad die
1957186411,worry,ItsIMANIrose,gray feel neglect
1957187070,worry,Curlyman1001,oh know feel damn representative bank america try sound like i
1957187082,worry,energizerame,tired cold runny
1957188146,sadness,just_reva,dun wanna travel way lunch yeah nice place miss shan e punjab
1957188633,hate,karaready,mass cleanout room rearrange send mother buy bin bookshelf suck bad mood
1957188800,sadness,bradhawkins87,rob get lucky game beat 209 205
1957188806,hate,maojoa,feel sick watch fifth element smoke cig ugh hate cold
1957188904,surprise,liangtfm,bah think fu fan page 7500
1957188908,worry,_kaaaty,save it want pack anymore
1957188950,sadness,G_eor_gia,home school shit day today
1957189228,love,Jellie1981,sweety sit table morning wake sweet oh bow think home 7 am ex
1957189540,worry,CassieTipps,bruise knee hard skate tomorrow
1957189551,sadness,movewithme,lol go buy new laptop feb know lol look walk away sadfaced
1957189838,neutral,pas_non,fyi internet thurstag saturday feeling 800x productive day
1957189924,sadness,Louie_E,sit take good seat
1957190114,worry,helloglo,free wifi vacay ruin
1957190291,sadness,TimRogers,ah
1957190628,love,JacquiOx,matt it speak age dude it forget bout ur aussie fan lool love ya ex
1957190952,sadness,Sambo_O,oh wait wrong state
1957190983,surprise,n0tin,fucking cold north like 77 of yesterday 37 4
1957191024,happiness,sridharv86,u miss ur find hear quit manasellaam quit kulir100 degree movie amazing nanbargale miss u guy
1957191331,worry,saroqq,try sleep pill work 3 wide awake late sleep til 3 am
1957191437,worry,tastetheL0VE,phone die soon oh
1957191516,sadness,Quastbabynumbr5,sorry mean
1957191630,worry,ThePoonie,forget power cable home today
1957191924,surprise,ceggs,dog eye bad fork new washing machine vet bill eh
1957191925,worry,OnyxWolf,sleep find grandmother quilt locket sick cause lose steal
1957192084,worry,Nightmarelynn,think go pic clean car
1957192167,worry,chelsea_playboy,want i 18 i amp i say 18 wanna exception
1957192307,worry,mensoh,amazing thing keep online conversation place unfortunately place google
1957192397,sadness,androidinfo,sorry spanish moment
1957192464,worry,ash1225,yay i so far away
1957192594,fun,itsurgirld,clear der get rid tomorrow
1957192957,hate,LucHeidenreich,bum i i i break
1957192967,neutral,teiladnam,sign account political website post comment work
1957193010,neutral,UggGirlie,come sleep past good
1957193022,worry,HalfCentaur,public talk july get cancel know
1957193805,neutral,DMB_,like 1800 100 mile gas price crazy i alpine summer def
1957194036,worry,Becky548,feel rough today want cuddle sleep
1957194329,happiness,tineymarie,oh economy gotcha sorry happy get la enjoy socal ahahaay lol
1957194339,worry,HighandDriving,song site want quit do you quit computer
1957194454,sadness,circelilith,flu pass unto andy go shop get fresh chicken chicken soup i amp i sit sad panda
1957194726,neutral,henouk,exam 10 sleep 3 hour night
1957194802,sadness,CiaranActon,
1957194936,sadness,bloodlusttypo,oh hell way tell
1957195159,neutral,laurenmikael,wish live atleast relatively close ohio see year
1957195244,sadness,She_shines92,oh crap
1957195455,happiness,seniahh,charlie come fall asleep
1957195514,neutral,velofille,short time clue
1957195703,neutral,VictoriaDoyle,phone it tweet
1957195915,neutral,karinb_za,good idea brain twitter
1957195949,sadness,StephiieG,it mug buy princess
1957196056,love,sandrawheelis,try learn quit twitter quit thing welcome follower i interesting
1957196074,neutral,Lyoung6168,check library website girl dragon tattoo check
1957196203,surprise,badtwin,lol ik figure keep year need virus software fix sigh
1957196764,worry,gailey1305,puppy go 2 new home
1957196825,sadness,gemmy628,unhappy hate affect relationship people personality attitude
1957196855,sadness,itsToniA,right tired want sleep clean pretty good proud good janitor
1957197501,worry,VictoriaDoyle,feel extremally ill
1957197786,sadness,LaurenKayW,oh i offend ha
1957198077,relief,Caitlinmfg,work try relax 30 min get ta sleep
1957198359,hate,Dutchrudder,yes good 2 laught other but poor lad ask mum amp dad 2 kill
1957198430,neutral,benmfowler,work
1957198551,worry,urtherevolution,quit my tony hey quit poor tony
1957198598,neutral,HighandDriving,song site want quit do you quit computer
1957198802,worry,LatinAngel9393,time wish teenager wish feel healthy remember like feel healthy anymore
1957198814,sadness,KatrinaMarieee,ad version sell regular version
1957198981,worry,gudnewzcixx,ur anymore think
1957199055,sadness,Nickygeezy,love havn't lunch like say miss friend
1957199368,happiness,kittykatorphan,friend i deeply sorry move miss u
1957199401,surprise,Jazzy813,bestie need
1957199558,neutral,YOUNG_KC,oo ok it accept friend request
1957199632,worry,turbowanda,damn listen
1957200791,neutral,vrodriguez420,get home kill possum
1957201369,worry,Samm_xo,omg yaya end year
1957201670,worry,LatinAngel9393,miss old healthy loose faith
1957202373,fun,Embabe09,hell yeah miss u nite lol u like opinion
1957202477,worry,reallysucks,gon na try catch i high school tomorrow suck wish didn
1957202674,neutral,ivyivydeliz,
1957202990,worry,Mattdennis,rawr whatnot have godawful drawing night tonight progress expect
1957203110,happiness,ErictheAzn,sure
1957203255,neutral,hash_yahoo,yahoo map lot desire
1957203256,worry,dereckbreuning,miss daily quote anymore kick mailinglist
1957203878,sadness,singingchef85,ache amp chill join party cold away bad
1957204382,worry,kalilahtwitts,wo i heree imma i georgia la err
1957204499,worry,shrikhande,oh sorry i pic bad
1957204516,worry,matthysbakker,miss train 5 sec yesterdaynight knijp jap amp flashback sit blister know mean
1957204629,worry,HiImMimi,upp lol work 5 hour
1957204970,sadness,audreywilles,bed stomach ache
1957205389,worry,jaynedoefresh,ai it answer think homie
1957205446,worry,cherryzntash69,unite fun nite wanted sum pinga
1957205757,empty,jemariie,school start june day want i
1957205912,neutral,sammiidizzle,facebook quiz cure boredom haha tooth mouth hurt
1957206063,sadness,lrharley,lappy charger completely dead conserve leave battery afford buy new
1957206142,sadness,yuetmui,finally accept fact cute guy take
1957206274,surprise,ziggywas,summer glad appear dollhouse year believe wo renew tscc
1957206336,worry,RochelleReyes,finally watch rest guild season 2 feel sorry hopeful time char
1957206343,neutral,JerrodK,get think attribute seizure induce color light movie soloist
1957206401,hate,delboy1203,access site
1957206634,love,frekklz,heart ache child wanna adopt alexis
1957206666,love,Kelndan,lunch go home rest today
1957206844,neutral,MRSCAMPOS,goodnight
1957207123,empty,chris_sponge,workman extend i block start early surely 7 45am make racket wake
1957207318,sadness,pamvila,bad vo get sick think amp med feel like
1957207392,neutral,denis_v_pavlov,
1957207486,empty,leslie666,miss bring keychain
1957207781,enthusiasm,kinarodriguez,day jay leno que sad
1957207790,worry,antandbecks,speak keith urban record company till holiday sorry jack try mate
1957208359,worry,ziggywas,summer glad appear dollhouse year believe wo renew tscc
1957208462,sadness,nikkitastic,honda take flight czech republic morning go miss
1957208962,boredom,M_Rice,actually manage purchase oi store constant server error check
1957208989,worry,Col_RFTL,i thought goldfish fair see year
1957209074,worry,bigenya,sad thing
1957209188,happiness,Angelfish42,ah i well snow patrol stick indoor weekend come fresh air excellent hope sunny
1957209385,enthusiasm,Maiababyblu,good morning sexy twitter y go like 7 49am i wanna sleep
1957209459,worry,theotherkid,oops corey see tweet guess get lay tomorrow
1957210815,surprise,dangergianni,cause change man
1957210996,worry,charielibunao,feel disappointed mahirap malaga mag supervise no tao
1957211180,worry,lovealways343,it twitter help
1957211192,happiness,littlerabbit,early load do sun hurrah
1957211597,hate,TannuhFS,fucking hot damn air conditioning
1957212085,hate,godmagnus,like boy term
1957212416,neutral,summatusmentis,realy want netbook err techno lust suck
1957213189,happiness,SoulAfrodisiac,babe soo fun thank make happen fun lady time go fast
1957213250,sadness,ratherironic,matty le tired
1957213679,worry,kellbo9,watch patient die tonight funk young
1957213816,neutral,cindyleigh,pool else pocket
1957214477,worry,joey234,ails cyclone leave house calcutta break sunshade balcony huge branch tree bathroom window
1957214583,worry,glam_girl_92,guy paranoid drop countdown i fair iv vote heap
1957214887,sadness,nwoidaho,have good night miss little girl
1957215074,empty,GiaGallardo,knee kill i bed
1957215551,neutral,jonnotay,know ask
1957215920,sadness,foxxy1406,nite tweedle tomorrow day 25 work
1957215947,neutral,Kelndan,ozzy follow
1957216150,sadness,fedzy,ah man get ready work wanna sleep
1957216446,sadness,AlenaSerrano,think thing love morning chat totally need 2 live gether time lol
1957216776,sadness,PetteB,wish sri panda
1957216783,fun,xoxnicoco,wish burn tree try dress
1957216827,fun,shellsandcheese,spend 2 hour play tf2 think well start
1957217150,worry,Rachecullen,i i sad it text today
1957217758,boredom,kazkiely,tweet tarmac cork airport delay
1957218546,neutral,bugyboo,hate tweetdeck reach access limit
1957218610,hate,LenasLife,suck tweetless fun hate money issue
1957218626,worry,v2black,wear glass today cos right eye swollen know
1957218667,neutral,CallMeKellz,want rest promise wo it retain knowledge sleepy
1957218733,worry,cupcake_kayla,hear move sydney year i happy
1957218793,hate,DInstros,dam keep raining
1957218864,empty,pachieshee,want home
1957219010,sadness,prettysmile4u,want listen music soulchild ipod
1957219077,worry,quinniesin,half math worksheet science we page worksheet english feel sniffle dry eye come
1957219264,sadness,pauiieee,miss see firefly
1957219313,worry,GodsEmerald,chance sleep midnight mind tired
1957219315,relief,djmobeatz,alriightt
1957220173,worry,kimmiecubaby,happy i home mind wander sleep
1957220804,love,feelthesexism,wanna love drunk
1957220978,worry,kait_duh,weebo die
1957221717,worry,SheeqS,4 case swine flu
1957222771,worry,EmaMolly,hopefully quiet home cash u come 2 pub 2moz 2 watch pup
1957222804,worry,JCTurner,get flat way today pot hole thing tick quit crap thing happen week quit list
1957223393,sadness,gfunkunit,hang there health priority right hate see good people mistreat genuinely sorry
1957223405,worry,zoziekins,people pathetic u know try
1957223703,happiness,successfool,little family party tonight hope rock
1957223709,worry,BenZ17,complicate dream
1957223957,relief,vanessaleighh,ah excited july 21 except stupid australia wo til like decembberr still ah congrats
1957224360,sadness,Reggiekc,awesome time 2 got2meet brandon ryder unfortunatly sleep i tomorrow 2 ole job get game face
1957224368,sadness,omgitsafox,feel pain
1957224476,surprise,ItsTheNeeNee,pandora bitten hard real radio play great music like
1957224712,sadness,camcamaussie,2orw noo want newcastle
1957225139,relief,Sept7th,fun tonight leave brandi carlile dallas today sneak
1957225471,sadness,doctornaughty,bout watch notorious cause feelin wish eat surgery tomorrow food til saturday
1957225620,surprise,nancyyeh,motivated determined wannabe sexy successful young professional join ni not
1957225624,worry,ce1es,meh sleep ai finish close cancel dokomi
1957226827,worry,aporajita,hospital unnerve wait doc flip magazine
1957226828,neutral,Isil_Loves_Mcr,ah sameway 2006 vote we need vote
1957227060,neutral,PatitosMom,want monte cristo sandwich soo bad
1957227127,worry,jadedlioness,awake migraine yey tummy hurt evil ib
1957227155,neutral,JenniferRhea,finish watch quit marley me quit
1957227285,relief,_ranna,want
1957227521,sadness,CaptiveHeart,guy gon na tour short stack miss tour friend go say mad
1957227657,surprise,sarahmars,ee jealous sia it see
1957227794,neutral,fruityalexia,fair
1957227877,worry,bella456,i litle oven tonight
1957228023,surprise,heyyitskate,argh bored bored slouch computer day long
1957228259,worry,VictoriaDoyle,wow really ill
1957228264,neutral,libster_t,nina lap decide jump
1957228324,neutral,jemma_r,swine flu robin gold coast
1957228449,sadness,serinurshira,go miss miss shana
1957228512,empty,prem_k,unstable broadband electricity take toll mental stability
1957228670,sadness,BillSykes,sink hospital toilet low crotch grey suit spatter water time physio
1957228684,worry,wyzyeeyez,mary hate wana walmart butno want
1957229464,worry,kimhallows,feel sick
1957229627,surprise,DjDATZ,yea confirm game patch lol guess help tomorrow
1957230190,love,its_MaiMai,aww messy wanna hug
1957230282,neutral,Lexylovesyoutoo,def want cuddle maybe play be far away
1957230433,worry,eunicesandoval,face arm tragic seriously
1957230479,boredom,Jen_Paris,feel nauseous sleep
1957230570,love,MolliexD,get go ready meadowhall believe internet break yesterday gutter
1957230653,worry,StephiieG,it send text
1957231014,hate,7immizzle,err think like 15 buck ticket cause ad expensive
1957231223,worry,sylenc,damnit run candy coat book
1957231506,hate,elliejanexo,omg err parent leave probably 15 minute ago belgium typical wake stupid o'clock
1957231837,neutral,Praxilla,get ta
1957231863,neutral,murdkipz,remember text twitter list command help
1957232185,love,carysfelicity,watch blood veth episode 19 love music wishing watch live action old
1957232619,fun,lowennn,unny today take long decide haha dna tan
1957233257,surprise,Hail_zzz,gon na watch shorty street amp prison break marathon bed maybe nobody text
1957233475,neutral,neonpowerbomb,miss
1957233540,worry,lilcortez4ever,tummy hurt
1957233877,sadness,popthebob,life sam text phuture tonight
1957233929,hate,geoffchapman,watch goode family premiere online think episode watch pretty amazingly mediocre pass
1957234958,neutral,jesssicababesss,it watch anythin till tonight
1957235120,sadness,Lilytyger,sad leave beautiful apartment
1957235177,surprise,sh00tingxstarr,gon na dream prince charming tonight i go normal hope it 3
1957236286,neutral,BubbleFreeze,nope re reade offense mean
1957236446,surprise,viintagedresses,wow friend twitter
1957236672,sadness,prempanicker,try think
1957236960,neutral,laurenggraves,jay leno leave host tonight
1957237366,worry,Dleelee,sit school suck
1957237503,hate,utehbaik,stupid wireless wo it work downstairs
1957237598,hate,Jady0903,change hairstyle good suppose i wealth money hate hairdresser
1957237641,neutral,nicemovemumbles,go stuff cure
1957237879,worry,Lalaaleslie,ew creepy follower
1957238059,love,delboy1203,my love curry organ
1957238263,worry,Natalija,insomnia night try sleep luck work
1957238377,neutral,jrj12,graduate today
1957238515,sadness,lady_n,wait bus miss car
1957238725,sadness,ghulai,say dream nikon d60 err eat kuya lang huhuh
1957238908,neutral,NataliaMichelle,i u hate becky soo ur bio say ur nice guess
1957239393,worry,Lastoadri,reply wait till confirm case somebody translate
1957239436,sadness,cutthroatpixie,kind lonely answer phone
1957239570,sadness,SeXyDreAdhEaD,rest peace adam 12 amp glenn epps go forget week loud da air 4 ya
1957239652,worry,buggirl1964,baby bro time singe school i proud old i 22
1957239665,relief,kianne_13,update twitter
1957240070,worry,jysla,oz happen model
1957240397,worry,onastysainto,find skin stack 90210 hill wdyt
1957241061,empty,artgrrl,guess dressed pretty
1957241204,empty,KINGmoney,nah light kill mood get bed
1957241208,hate,LGoodyer09,work typical sunshine deep sleep stupid friday
1957241391,neutral,rachel_hills,properly drag week
1957241621,worry,desired_waste,miss it think come
1957241801,neutral,NassauCT,look deceive
1957242084,sadness,Zosog,have bad week thing happen three
1957242104,empty,fresherika,work long time kinda miss miss anna see prob slo summer
1957242310,worry,lanarsbananars,tummy hurt cub game tom good night
1957242838,sadness,jayTOCIE,i idiot miss
1957242975,love,kimislolling,with happen neck definitely stiff neck
1957243017,love,Amanda702,look old picture love amp miss good ol day
1957243299,neutral,robfitness,week end time work
1957243451,worry,dreemkill,come perth miss
1957243516,surprise,Kikirowr,oh wow ouch
1957243682,neutral,anambanana,summer end start haha
1957243718,worry,eckodabrat,baby drunk bring home hour pass carry car
1957244220,worry,Dropsofreign,vote 20 min page 2
1957244523,worry,emyquant,find ipod
1957244537,neutral,jak89,i i soo bored right
1957245122,surprise,rubyberrry,wat riverside
1957245151,neutral,Joshuah_Pearson,popularity contest think twitter help trendy
1957245396,neutral,gorgeousapg,made bore
1957245567,worry,BrookeAmanda,yeah yeah ifi lol err dad pain say it find it
1957245632,neutral,theseang,wife guest list tomorrow exist lame guess wife
1957245904,fun,TimDaTiger,watch 7 pound mann
1957245960,sadness,Trekstar_32,leave leave bed look
1957246195,worry,maistro86,finally bed pack get ta 6 hour ready double shift work
1957246312,worry,megan_hudson,throat hurt sleep
1957246875,worry,missrubyrouge,pull muscle neck morning feel like get sore
1957247325,love,paul_tarnate,finish finish cap great game miss ello link
1957247328,sadness,kasiandra,bike trail 1 miss i 0 tooth 1 1 2 hopefully vacation suck
1957247634,neutral,Samm_xo,december i like year away
1957247732,worry,Supremacii,babe
1957247855,sadness,nevillejohn,sadly bprohibite tweet tonight sorry
1957248127,hate,sunayana,unfair good rock show happen belore pune
1957248267,worry,lauraaa767,raining hair gett gay
1957248556,worry,jecamooz,aww go east coast again i seen
1957249003,relief,sharris11,miss awesome weather movie
1957249020,neutral,bekkalynnerks,ugh it sleep bus like 5 hour
1957249164,worry,karinamack,feel bad goofing know meeting dang sorry amp big ol mouth
1957249452,sadness,_erica,oh man yoga today bad week
1957249526,neutral,jbkaruna,alcohol promote weight loss
1957249686,boredom,shaunau,friday tube work slow
1957250995,hate,DJinDia,suck clit right ve people fuck
1957251210,worry,ryankelly81,miss u guy prob wo i be til august yumtime come be anytime be ill 4 sure let u kno
1957251371,worry,kerrygleeson11,5 poorly sick baby girl
1957251533,neutral,imzachhh,early
1957251669,fun,stacespace,fun beach today delicious dinner house friggin love mark josh gon na miss
1957251799,neutral,1unreadmessage,3 it sleep
1957252101,relief,kookijhe,get school shemms summer class officially end
1957252272,worry,patep34,worried my sock tonight
1957252405,hate,iskyworld,say bad trip angry
1957252543,worry,rottenbeard,strain hear hard way
1957254388,sadness,sunayana,unfair good rock show happen belore pune
1957254860,worry,AnnSue,bird oh man cool amp amp sleep night
1957255178,worry,nzj,worried reply send so 78277
1957255401,surprise,autumnmariegray,sad
1957255794,worry,Supremacii,
1957256096,neutral,edebreo,go wake dear friend carlito sy tonight novaliche
1957256459,worry,brandi_marie,oh good god cramps
1957256797,worry,Lunarcraft,work internet shop think achieve goal uploading previously set time go
1957257295,happiness,tunatweets,miss concert tuesday like time machine fun
1957257361,worry,JOscarG,home early yeh work weekend happy 4 big
1957257636,sadness,Destiny_Joyy,it sleep it sleep night eather rabble rabble
1957259101,love,Weapondrift,macaroon bar say oh nut wow need
1957259425,worry,kasey79,ok hubby it go log anytime soon
1957259752,happiness,Valeriuh,hahaha yeah twitter
1957259756,sadness,xtamalx,stay away home india dna hav gud wireless internet i fuck
1957259916,relief,tzie,psychology class
1957259948,sadness,Mercs,wookie accept pin friend request
1957260020,worry,vaowen,sound work did go watch mary poppin
1957260515,sadness,amandanat,leopold say hello
1957261056,sadness,spacecadet007,dad to loud creep cuz i dodgy neighbourhood bush
1957261841,sadness,VictoriaDoyle,it talk remember say good thing fuck bully nasty piece work arrgrr
1957261926,worry,MrAntony,gon na iphone
1957261950,sadness,danielcaguin,stop
1957262114,happiness,sikat,watch jay leno and tonight go day leno like years
1957262195,sadness,apleezy,get home downtown dead plus i kinda weather get ta work tomorrow
1957262657,worry,alexlee003,honestly feel like heal get well good
1957262854,relief,KatieSouthie,need learn wash dish laundry wo right
1957263518,neutral,shoptilldrop,soo it want work today nice outside
1957263744,hate,sacha91,omg mcdonald combo wendy sundae puke material
1957263978,hate,Kaydeescrafts,need sort bird table feeder robin blue tit bully
1957264031,love,seattlegeekly,finish listen day krypton audio book love sad
1957264295,worry,MarioArriaga,get ta lot work knock project feature refuse work right release version
1957264644,worry,annzhou,tired it sleep
1957264816,sadness,Wicked_Jinx,yesterday friend throw horse lorry drive past ignore signal slow
1957265116,worry,GracieAlbernaz,sleeping i work summer break soon tell butts bed lol
1957265221,sadness,jeffgrant,ready work bother
1957265612,hate,MsMac74,spend office
1957265830,sadness,TonyPrice1970,hate work night cos able enjoy gorgeous weather asleep
1957265858,enthusiasm,skupiter628,want candy
1957265895,neutral,himynameisdath,need camera blower camera censor dirteeh
1957265914,worry,NDiiBaBii,insomniac
1957266048,sadness,jasmine_pie,stop rely family go lunch
1957266196,sadness,Jady0903,change hairstyle good suppose i wealth money hate hairdresser
1957266295,worry,t_blackie,lose my way
1957266393,worry,Mystical13,computer ethernet school slow
1957266491,surprise,ejtormes,miss go ek summer amp christmas vaca
1957266782,sadness,Kikirowr,know right
1957267208,worry,AlluringBri,wish people leave jon amp kate like
1957267231,sadness,rohan_kini,yup sad eh betty man betty
1957267963,surprise,c9xgmr,shoot alive
1957268164,worry,Pinguin98,bad headache get bad minute well
1957268224,neutral,belchito,s'acaba la semana del rap vintage amb la miller my hammer u touch
1957268633,hate,traceydukes,i sizzle need u hit ugghh sick damn phone like seriously
1957269141,worry,postalidol,work have lunch lot work help
1957269286,neutral,Dalmasy,money money money
1957269543,hate,kristinarosexxx,suck hear hate day like
1957269942,sadness,_kimberly,pol song new album miss add
1957270955,sadness,BrittanyRenee92,tired summer
1957271130,sadness,elematt,feel sick
1957271323,worry,JEN_LUVS_LA,have hard time fall asleep
1957271601,boredom,Arwa_3green,omg realy sleep ugh
1957271702,surprise,onastysainto,take terminator trilogy i need actually to series find tempting
1957272236,love,TOM_HARDY,wish marvelous misadventure flap jack did
1957272611,love,squishy3000,waah aberdeen i i miss good gig
1957272674,neutral,gracebee,walk home rain
1957272756,neutral,thekillerpitch,translation complicate so i go teach
1957273033,worry,Celz29,hack email fuck
1957273413,sadness,Shitfuckdamn,pfftt wish time
1957273826,enthusiasm,RealRobMugabe,die hand diagnosis murder did boxset pesky kid amazon wo deliver zimbabwe
1957274215,worry,ninjachristine,noone talk anymore
1957274963,neutral,yayfuckbuddies,bored
1957275627,happiness,sophiastication,ve haha
1957275711,sadness,abhishek_karna,mom ask feel well darah visit dad swear see ve quit change quit amused yeah depressed
1957276419,hate,xcherylax,train squeaky givin sore head bad work
1957276719,sadness,HUIYUNN,song want cry
1957276810,sadness,skk123,aww it cry ashley
1957277190,surprise,djsteeley,oops open 9
1957277936,worry,bigenya,sigh sad lonely profession
1957277972,worry,escribitionist,look like procurement e mail address office mate blacklist ask whitelist
1957278010,hate,_erica,downside break thread
1957278370,sadness,imthrowinaparty,sibling leave bore
1957278377,worry,kaisjy,wow sleep dolidh wake
1957278625,worry,nikitabroz,public follow
1957278650,happiness,gorguz_georgie,big headache right wash hair wif mum shampoo gross like shampoo way well
1957278941,neutral,Luna_c312,sorry
1957278958,sadness,Lourini,bus hour late crappy alarm clock leeuwarden 9 45
1957279276,worry,Celz29,ok delete message hope come
